"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","ENERGY_SOURCE.ID","ENERGY_SOURCE","FREQUENCY.ID","FREQUENCY","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:RE(2.0.1)","MDG.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MDG","Madagascar, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0.00000102","0.0000894","0","0.00000271","0.0000129",""
"IMF.STA:RE(2.0.1)","MHL.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","MHL","Marshall Islands, Republic of the","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CPV.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","CPV","Cabo Verde","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LBY.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","LBY","Libya","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0","0","0.0000154","0.000157","0",""
"IMF.STA:RE(2.0.1)","MYS.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","MYS","Malaysia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CMR.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","CMR","Cameroon","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MWI.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MWI","Malawi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MWI.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MWI","Malawi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAF.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","CAF","Central African Republic","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.00000249","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MWI.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MWI","Malawi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0.00000184","0.000000276","0.00124","0.0000191","0.000138","0.000231",""
"IMF.STA:RE(2.0.1)","BGD.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","BGD","Bangladesh","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0.000279","0","0","0.000000347","0","0",""
"IMF.STA:RE(2.0.1)","BDI.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","BDI","Burundi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDV.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MDV","Maldives","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.000027","0","0","0","0","0.0000421",""
"IMF.STA:RE(2.0.1)","CPV.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","CPV","Cabo Verde","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LTU.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","LTU","Lithuania, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAN.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","CAN","Canada","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","KHM.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","KHM","Cambodia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BDI.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","BDI","Burundi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0.000199","0.00000378","0.00168","0","0",""
"IMF.STA:RE(2.0.1)","CMR.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","CMR","Cameroon","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDV.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MDV","Maldives","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLT.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MLT","Malta","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BLZ.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","BLZ","Belize","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAN.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","CAN","Canada","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LTU.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","LTU","Lithuania, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BLR.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","BLR","Belarus, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","KHM.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","KHM","Cambodia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLT.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MLT","Malta","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CMR.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","CMR","Cameroon","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0.0000000954","0.000146","0.00000327","0.000167","0.00000232","0.000000976",""
"IMF.STA:RE(2.0.1)","MYS.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MYS","Malaysia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.00000364","0.00000345","0","0","0","0.00000223",""
"IMF.STA:RE(2.0.1)","CAN.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","CAN","Canada","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MHL.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MHL","Marshall Islands, Republic of the","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","3.420627074","0","0","0","0.965661151","0.0118",""
"IMF.STA:RE(2.0.1)","MRT.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","MRT","Mauritania, Islamic Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MYS.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MYS","Malaysia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0","0.00000132","0.000291","0","0",""
"IMF.STA:RE(2.0.1)","KHM.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","KHM","Cambodia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDV.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MDV","Maldives","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BGD.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","BGD","Bangladesh","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LTU.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","LTU","Lithuania, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0.0675","0",""
"IMF.STA:RE(2.0.1)","KHM.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","KHM","Cambodia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAN.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","CAN","Canada","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLI.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MLI","Mali","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0.000254","0.0000301","0.000486","0.00000523","0.00000693","0.0000338",""
"IMF.STA:RE(2.0.1)","MLI.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MLI","Mali","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0.00000274","0",""
"IMF.STA:RE(2.0.1)","CPV.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","CPV","Cabo Verde","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LTU.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","LTU","Lithuania, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDV.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","MDV","Maldives","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDG.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MDG","Madagascar, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0.00000219","0.00000024","0.000000157","0.0000069","0.0000056","0.0000347",""
"IMF.STA:RE(2.0.1)","MRT.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MRT","Mauritania, Islamic Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLI.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MLI","Mali","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0.000123","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CPV.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","CPV","Cabo Verde","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","KHM.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","KHM","Cambodia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MWI.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","MWI","Malawi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MWI.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MWI","Malawi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0.0000516","0.000241","0.000091","0.00000703","0.0000134","0.000399",""
"IMF.STA:RE(2.0.1)","CMR.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","CMR","Cameroon","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0","0.0000576","0.0000046","0.0000149","0.00000016","0.000000398",""
"IMF.STA:RE(2.0.1)","MDV.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MDV","Maldives","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDV.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","MDV","Maldives","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLT.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MLT","Malta","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MWI.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MWI","Malawi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0.0000399","0","0","0",""
"IMF.STA:RE(2.0.1)","MHL.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MHL","Marshall Islands, Republic of the","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLI.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MLI","Mali","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.0000754","0.0000925","0.000000889","0.0000000986","0.0000776","0.0000971",""
"IMF.STA:RE(2.0.1)","CAF.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","CAF","Central African Republic","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDV.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MDV","Maldives","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0.0149","0","0",""
"IMF.STA:RE(2.0.1)","MYS.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","MYS","Malaysia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BDI.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","BDI","Burundi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDG.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MDG","Madagascar, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.0000711","0.0000114","0.0000046","0.0000549","0.00000441","0.00000744",""
"IMF.STA:RE(2.0.1)","MLT.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MLT","Malta","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDG.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MDG","Madagascar, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LTU.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","LTU","Lithuania, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAN.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","CAN","Canada","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CPV.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","CPV","Cabo Verde","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0","0","0","0.00366","0",""
"IMF.STA:RE(2.0.1)","MDG.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","MDG","Madagascar, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0.0000000244","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BEN.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","BEN","Benin","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0.000000119","0.00000133","0.000000816","0.0000000921",""
"IMF.STA:RE(2.0.1)","CPV.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","CPV","Cabo Verde","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAF.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","CAF","Central African Republic","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAF.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","CAF","Central African Republic","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CMR.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","CMR","Cameroon","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MHL.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MHL","Marshall Islands, Republic of the","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLT.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","MLT","Malta","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDV.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MDV","Maldives","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0.00751","0.005","0.0262","0.0338","0.000685",""
"IMF.STA:RE(2.0.1)","MWI.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","MWI","Malawi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0.000000415","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BRB.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","BRB","Barbados","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","KHM.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","KHM","Cambodia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0.0000000199","0",""
"IMF.STA:RE(2.0.1)","LTU.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","LTU","Lithuania, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MHL.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MHL","Marshall Islands, Republic of the","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","17.42601262","0","0","0","0.0773","0",""
"IMF.STA:RE(2.0.1)","MLT.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MLT","Malta","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDG.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MDG","Madagascar, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BEL.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","BEL","Belgium","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAF.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","CAF","Central African Republic","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BGR.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","BGR","Bulgaria","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","KHM.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","KHM","Cambodia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.000000378","0.000000164","0.00000613","0.0000000632","0.0000000663","0.00000713",""
"IMF.STA:RE(2.0.1)","KHM.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","KHM","Cambodia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAF.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","CAF","Central African Republic","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAN.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","CAN","Canada","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLI.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","MLI","Mali","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAN.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","CAN","Canada","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MWI.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MWI","Malawi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.00000949","0.00000912","0.0000161","0.0000175","0.0000207","0.0000513",""
"IMF.STA:RE(2.0.1)","CMR.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","CMR","Cameroon","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MYS.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MYS","Malaysia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAF.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","CAF","Central African Republic","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0.000238","0.00411","0.000457","0","0.00533",""
